status,age_group,education,industry,location,ai_risk,years_of_experience,monthly_salary_(inr),date_recorded
Unemployed,18-24,High School,Technology,Mumbai,Medium,10.0,89900.0,2025-09-08
Employed,18-24,Bachelor'S,Education,Hyderabad,High,16.0,147900.0,2025-09-09
Unemployed,18 To 24,Master,Fintech,Suburban,Moderate,19.0,77200.0,2025-09-10
Unemployed,45-54,Ph.D,Tech,Delhi,High,9.0,32300.0,2025-09-11
Employed,55+,Ph.D,Education,Urban,High,16.0,66800.0,2025-09-12
Unemployed,25_34,Diploma,Retail,Rural,Low,28.0,70600.0,2025-09-13
Unemployed,35 - 44,High School,Education,Delhi,High,13.0,138600.0,2025-09-14
Employed,35 - 44,Ph.D,Retail,Bangalore,High,16.0,51800.0,2025-09-15
Employed,25-34,Masters,Healthcare,Bangalore,Moderate,16.0,119000.0,2025-09-16
Employed,18-24,High School,Healthcare,Urban,Low,16.0,8100.0,2025-09-17
Employed,18 To 24,Ph.D,Health,Mumbai,Medium,5.0,112300.0,2025-09-18
Employed,18 To 24,High School,Retail,Rural,High,14.0,33700.0,2025-09-19
Employed,18 To 24,Ph.D,Education,Bangalore,Low,16.0,67300.0,2025-09-20
Unemployed,55+,Masters,Retail,Bangalore,Medium,11.0,107800.0,2025-09-21
Unemployed,25-34,Bachelors,Education,Rural,Low,25.0,137200.0,2025-09-22
Unemployed,25_34,Bachelors,Fintech,Bangalore,Medium,10.0,148600.0,2025-09-23
Employed,18 To 24,Diploma,Healthcare,Suburban,High,25.0,88500.0,2025-09-24
Employed,18 To 24,Ph.D,Finance,Mumbai,Medium,0.0,133700.0,2025-09-25
Unemployed,55+,Ph.D,Education,Rural,Medium,16.0,112100.0,2025-09-26
Unemployed,45-54,Diploma,Fintech,Suburban,High,16.0,115500.0,2025-09-27
Employed,18 To 24,Phd,Technology,Urban,Low,30.0,122500.0,2025-09-28
Unemployed,18-24,High School,Education,Suburban,High,16.0,77200.0,2025-09-29
Unemployed,18-24,Master,Retail,Urban,High,7.0,77200.0,2025-09-30
Employed,18 To 24,High School,Finance,Bangalore,High,16.0,137700.0,2025-10-01
Employed,18 To 24,Bachelors,Education,Urban,Low,16.0,23600.0,2025-10-02
Unemployed,18 To 24,High School,Retail,Urban,High,16.0,114600.0,2025-10-03
Unemployed,25-34,Bachelor'S,Healthcare,Hyderabad,Medium,16.0,145500.0,2025-10-04
Unemployed,18 To 24,High School,Fintech,Suburban,Low,16.0,65700.0,2025-10-05
Employed,25-34,Master,Education,Delhi,Medium,16.0,77200.0,2025-10-06
Employed,18-24,Bachelors,Retail,Suburban,High,16.0,123700.0,2025-10-07
Unemployed,45-54,High School,Retail,Suburban,High,25.0,140300.0,2025-10-08
Employed,18 To 24,Bachelors,Healthcare,Suburban,High,16.0,42400.0,2025-10-09
Unemployed,25-34,Bachelors,Retail,Rural,Low,16.0,77200.0,2025-10-10
Employed,35 - 44,Ph.D,Technology,Bangalore,Medium,16.0,141100.0,2025-10-11
Employed,25-34,Diploma,Education,Bangalore,High,17.0,43000.0,2025-10-12
Unemployed,18-24,Bachelor'S,Retail,Bangalore,High,16.0,77200.0,2025-10-13
Unemployed,18 To 24,Masters,Fintech,Rural,High,16.0,44500.0,2025-10-14
Unemployed,25_34,Phd,Health,Urban,High,16.0,107300.0,2025-10-15
Unemployed,25_34,Diploma,Fintech,Urban,Low,16.0,110800.0,2025-10-16
Employed,25-34,Master,Finance,Mumbai,Moderate,16.0,70000.0,2025-10-17
Employed,25_34,Bachelors,Health,Delhi,Moderate,16.0,132300.0,2025-10-18
Employed,55+,Masters,Education,Rural,High,15.0,109400.0,2025-10-19
Employed,25-34,High School,Finance,Delhi,Moderate,16.0,122400.0,2025-10-20
Employed,45-54,Bachelors,Retail,Hyderabad,Low,16.0,90400.0,2025-10-21
Employed,25_34,Bachelors,Retail,Mumbai,High,22.0,142400.0,2025-10-22
Unemployed,18 To 24,Bachelor'S,Healthcare,Delhi,Low,24.0,148100.0,2025-10-23
Unemployed,35 - 44,Ph.D,Retail,Rural,High,26.0,12500.0,2025-10-24
Unemployed,25-34,Master,Healthcare,Delhi,Moderate,8.0,16300.0,2025-10-25
Unemployed,45-54,Masters,Healthcare,Suburban,Low,16.0,77200.0,2025-10-26
Employed,55+,Bachelor'S,Retail,Mumbai,High,16.0,46400.0,2025-10-27
Unemployed,55+,Diploma,Health,Suburban,High,24.0,59800.0,2025-10-28
Unemployed,45-54,Ph.D,Finance,Rural,High,16.0,77200.0,2025-10-29
Unemployed,45-54,Diploma,Retail,Delhi,Low,16.0,58600.0,2025-10-30
Unemployed,35 - 44,Bachelors,Finance,Bangalore,High,16.0,142000.0,2025-10-31
Unemployed,45-54,Phd,Technology,Bangalore,High,16.0,58300.0,2025-11-01
Employed,55+,Phd,Retail,Urban,Moderate,16.0,126700.0,2025-11-02
Employed,35 - 44,Ph.D,Retail,Bangalore,High,1.0,85500.0,2025-11-03
Unemployed,45-54,Masters,Healthcare,Hyderabad,Low,23.0,116900.0,2025-11-04
Employed,25_34,High School,Retail,Urban,Medium,28.0,115300.0,2025-11-05
Employed,45-54,High School,Health,Suburban,Moderate,16.0,10300.0,2025-11-06
Employed,18 To 24,High School,Retail,Bangalore,High,16.0,55500.0,2025-11-07
Employed,55+,Bachelor'S,Retail,Bangalore,Low,26.0,105500.0,2025-11-08
Employed,35 - 44,Phd,Retail,Urban,High,19.0,77200.0,2025-11-09
Unemployed,45-54,Bachelors,Retail,Bangalore,Low,16.0,77200.0,2025-11-10
Employed,25_34,High School,Healthcare,Suburban,High,13.0,120700.0,2025-11-11
Employed,18-24,Diploma,Retail,Bangalore,Moderate,2.0,28100.0,2025-11-12
Employed,18 To 24,Masters,Technology,Urban,High,8.0,105800.0,2025-11-13
Unemployed,45-54,High School,Health,Urban,Low,6.0,63900.0,2025-11-14
Employed,25_34,Masters,Retail,Urban,Low,3.0,77200.0,2025-11-15
Employed,25_34,Bachelors,Technology,Delhi,Moderate,20.0,37300.0,2025-11-16
Unemployed,55+,Master,Health,Mumbai,Low,25.0,77200.0,2025-11-17
Unemployed,25_34,Bachelor'S,Technology,Hyderabad,High,4.0,103700.0,2025-11-18
Employed,18-24,Phd,Retail,Bangalore,High,16.0,89400.0,2025-11-19
Unemployed,55+,Master,Healthcare,Urban,Low,21.0,102000.0,2025-11-20
Unemployed,18 To 24,High School,Retail,Urban,Medium,3.0,5500.0,2025-11-21
Employed,35 - 44,Diploma,Technology,Rural,Low,16.0,28100.0,2025-11-22
Unemployed,35 - 44,Master,Retail,Bangalore,High,16.0,132100.0,2025-11-23
Unemployed,45-54,Bachelor'S,Fintech,Urban,High,16.0,58300.0,2025-11-24
Employed,18 To 24,Masters,Healthcare,Urban,High,16.0,88600.0,2025-11-25
Unemployed,18-24,Master,Retail,Urban,Moderate,5.0,77200.0,2025-11-26
Unemployed,18 To 24,Master,Healthcare,Urban,Medium,16.0,61700.0,2025-11-27
Employed,25_34,Bachelors,Retail,Bangalore,Low,26.0,91000.0,2025-11-28
Unemployed,18 To 24,Master,Tech,Urban,High,16.0,133500.0,2025-11-29
Employed,55+,Diploma,Healthcare,Suburban,High,16.0,137300.0,2025-11-30
Employed,35 - 44,Phd,Retail,Rural,Low,16.0,31300.0,2025-12-01
Employed,18 To 24,Bachelors,Health,Urban,High,16.0,5100.0,2025-12-02
Unemployed,35 - 44,Diploma,Retail,Hyderabad,High,29.0,121700.0,2025-12-03
Employed,18 To 24,Bachelors,Education,Mumbai,Low,16.0,53800.0,2025-12-04
Unemployed,18-24,Bachelors,Fintech,Suburban,High,16.0,17700.0,2025-12-05
Employed,25-34,High School,Technology,Urban,Moderate,29.0,77200.0,2025-12-06
Employed,18-24,Bachelors,Retail,Mumbai,Medium,16.0,7800.0,2025-12-07
Employed,35 - 44,High School,Healthcare,Rural,Low,16.0,125500.0,2025-12-08
Employed,25_34,Master,Retail,Mumbai,Moderate,19.0,29900.0,2025-12-09
Employed,18-24,Diploma,Finance,Urban,High,16.0,77200.0,2025-12-10
Employed,45-54,Diploma,Retail,Suburban,Medium,16.0,77200.0,2025-12-11
Employed,55+,Bachelor'S,Healthcare,Bangalore,High,16.0,62500.0,2025-12-12
Unemployed,45-54,Masters,Finance,Rural,Low,16.0,109900.0,2025-12-13
Employed,18 To 24,Master,Fintech,Bangalore,Low,29.0,37800.0,2025-12-14
Unemployed,18-24,Masters,Retail,Urban,High,3.0,53400.0,2025-12-15
Unemployed,25-34,High School,Retail,Urban,Medium,25.0,100600.0,2025-12-16
Employed,45-54,Bachelors,Tech,Hyderabad,Medium,16.0,94600.0,2025-12-17
Employed,18 To 24,Phd,Retail,Rural,Low,16.0,32500.0,2025-12-18
Unemployed,25_34,Ph.D,Technology,Bangalore,High,11.0,77200.0,2025-12-19
Unemployed,35 - 44,Diploma,Finance,Bangalore,Medium,2.0,34200.0,2025-12-20
Employed,18 To 24,Phd,Finance,Mumbai,Medium,16.0,7300.0,2025-12-21
Unemployed,18 To 24,Ph.D,Retail,Bangalore,Moderate,16.0,130700.0,2025-12-22
Employed,35 - 44,Master,Health,Mumbai,Medium,16.0,66100.0,2025-12-23
Employed,55+,High School,Technology,Bangalore,Low,16.0,48500.0,2025-12-24
Employed,55+,High School,Health,Urban,Medium,16.0,127100.0,2025-12-25
Employed,18-24,Ph.D,Retail,Bangalore,Medium,9.0,46700.0,2025-12-26
Unemployed,25_34,High School,Tech,Rural,High,16.0,24400.0,2025-12-27
Unemployed,18 To 24,Masters,Health,Bangalore,Low,27.0,29800.0,2025-12-28
Unemployed,45-54,Master,Technology,Urban,Low,18.0,41900.0,2025-12-29
Employed,25_34,Bachelors,Technology,Rural,High,20.0,8800.0,2025-12-30
Employed,25_34,Master,Tech,Hyderabad,Low,16.0,77200.0,2025-12-31
Unemployed,45-54,Masters,Retail,Suburban,Low,11.0,39400.0,2026-01-01
Employed,25-34,High School,Finance,Suburban,Low,16.0,121700.0,2026-01-02
Unemployed,25-34,Bachelors,Technology,Suburban,Low,28.0,77200.0,2026-01-03
Unemployed,25_34,Bachelors,Healthcare,Mumbai,Low,23.0,128500.0,2026-01-04
Employed,25_34,Ph.D,Finance,Rural,Low,22.0,48400.0,2026-01-05
Unemployed,18 To 24,Diploma,Retail,Urban,High,23.0,83500.0,2026-01-06
Unemployed,55+,Bachelor'S,Retail,Bangalore,Low,16.0,98800.0,2026-01-07
Employed,45-54,Masters,Retail,Delhi,Low,16.0,34300.0,2026-01-08
Unemployed,25-34,High School,Finance,Bangalore,High,16.0,118100.0,2026-01-09
Employed,18 To 24,Bachelors,Tech,Bangalore,Low,23.0,77200.0,2026-01-10
Employed,55+,Ph.D,Fintech,Rural,Moderate,16.0,77200.0,2026-01-11
Employed,25-34,Phd,Technology,Suburban,Moderate,16.0,48400.0,2026-01-12
Unemployed,45-54,High School,Retail,Bangalore,Moderate,16.0,96000.0,2026-01-13
Employed,25_34,Masters,Retail,Urban,High,16.0,79900.0,2026-01-14
Employed,25-34,Master,Finance,Urban,High,13.0,14500.0,2026-01-15
Employed,25_34,Diploma,Fintech,Mumbai,Medium,16.0,31900.0,2026-01-16
Employed,25_34,Ph.D,Retail,Urban,High,2.0,59500.0,2026-01-17
Employed,35 - 44,High School,Tech,Urban,High,15.0,77200.0,2026-01-18
Unemployed,25-34,Master,Retail,Hyderabad,Low,16.0,14100.0,2026-01-19
Unemployed,35 - 44,Bachelors,Technology,Urban,Low,23.0,7600.0,2026-01-20
Unemployed,18-24,Diploma,Healthcare,Rural,Medium,13.0,57500.0,2026-01-21
Employed,25_34,Bachelors,Fintech,Delhi,Medium,16.0,36900.0,2026-01-22
Employed,18-24,Ph.D,Health,Hyderabad,Low,16.0,130100.0,2026-01-23
Unemployed,18-24,Masters,Tech,Suburban,High,16.0,45200.0,2026-01-24
Unemployed,25_34,Phd,Retail,Mumbai,Low,16.0,93400.0,2026-01-25
Unemployed,35 - 44,Diploma,Finance,Rural,High,16.0,149900.0,2026-01-26
Employed,35 - 44,High School,Retail,Delhi,High,16.0,47800.0,2026-01-27
Unemployed,18 To 24,High School,Fintech,Mumbai,Low,16.0,76800.0,2026-01-28
Employed,18 To 24,Ph.D,Finance,Hyderabad,High,21.0,63800.0,2026-01-29
Employed,25-34,Master,Fintech,Mumbai,High,16.0,121900.0,2026-01-30
Employed,45-54,Master,Technology,Mumbai,High,19.0,75900.0,2026-01-31
Unemployed,18 To 24,Bachelor'S,Retail,Hyderabad,Medium,22.0,82600.0,2026-02-01
Employed,45-54,Bachelors,Technology,Bangalore,Moderate,26.0,69200.0,2026-02-02
Unemployed,25-34,Phd,Health,Hyderabad,High,16.0,128300.0,2026-02-03
Unemployed,18 To 24,Ph.D,Health,Mumbai,Low,16.0,148400.0,2026-02-04
Unemployed,18 To 24,Diploma,Retail,Urban,Low,16.0,146500.0,2026-02-05
Unemployed,25-34,High School,Health,Bangalore,Moderate,16.0,77200.0,2026-02-06
Unemployed,45-54,High School,Healthcare,Hyderabad,High,16.0,77200.0,2026-02-07
Employed,25-34,High School,Retail,Rural,High,30.0,78100.0,2026-02-08
Unemployed,55+,Diploma,Health,Bangalore,Low,22.0,36800.0,2026-02-09
Employed,25-34,Ph.D,Tech,Delhi,High,29.0,84500.0,2026-02-10
Employed,25_34,Phd,Healthcare,Urban,High,16.0,100900.0,2026-02-11
Unemployed,18 To 24,High School,Healthcare,Mumbai,Medium,16.0,77200.0,2026-02-12
Unemployed,35 - 44,Bachelors,Tech,Urban,Medium,16.0,13300.0,2026-02-13
Employed,18-24,Masters,Fintech,Rural,Low,11.0,65100.0,2026-02-14
Unemployed,25_34,Master,Fintech,Hyderabad,Low,16.0,139900.0,2026-02-15
Employed,25-34,Master,Healthcare,Urban,High,27.0,137500.0,2026-02-16
Unemployed,18 To 24,Bachelor'S,Technology,Hyderabad,High,16.0,79400.0,2026-02-17
Unemployed,35 - 44,Phd,Health,Bangalore,Moderate,3.0,77200.0,2026-02-18
Employed,18 To 24,Bachelors,Finance,Urban,Medium,12.0,77200.0,2026-02-19
Unemployed,35 - 44,Bachelors,Education,Mumbai,Low,16.0,86900.0,2026-02-20
Unemployed,18 To 24,Bachelors,Health,Delhi,Low,16.0,21700.0,2026-02-21
Employed,55+,Master,Health,Rural,Medium,16.0,77200.0,2026-02-22
Employed,45-54,Masters,Retail,Bangalore,Moderate,16.0,77200.0,2026-02-23
Unemployed,18 To 24,Phd,Retail,Bangalore,Medium,0.0,79200.0,2026-02-24
Employed,18-24,Ph.D,Tech,Hyderabad,Low,16.0,62700.0,2026-02-25
Unemployed,45-54,Bachelor'S,Technology,Urban,High,16.0,141400.0,2026-02-26
Employed,25_34,Bachelors,Retail,Suburban,High,16.0,77200.0,2026-02-27
Unemployed,55+,Bachelors,Education,Hyderabad,Low,22.0,44000.0,2026-02-28
Unemployed,55+,Bachelor'S,Tech,Rural,High,16.0,77200.0,2026-03-01
Unemployed,18-24,Masters,Technology,Bangalore,Low,0.0,80400.0,2026-03-02
Unemployed,55+,Bachelors,Finance,Bangalore,High,16.0,106300.0,2026-03-03
Employed,18 To 24,Bachelor'S,Retail,Delhi,Medium,16.0,120600.0,2026-03-04
Employed,25-34,Bachelors,Technology,Suburban,Medium,26.0,38900.0,2026-03-05
Employed,45-54,Bachelors,Tech,Bangalore,High,16.0,77200.0,2026-03-06
Unemployed,55+,Bachelor'S,Retail,Urban,High,16.0,53200.0,2026-03-07
Employed,18-24,Diploma,Retail,Delhi,High,16.0,22300.0,2026-03-08
Employed,18 To 24,Master,Education,Urban,High,16.0,76500.0,2026-03-09
Unemployed,35 - 44,Bachelors,Fintech,Suburban,Moderate,27.0,65100.0,2026-03-10
Unemployed,18-24,Master,Education,Mumbai,High,24.0,107300.0,2026-03-11
Unemployed,18 To 24,Ph.D,Tech,Urban,Medium,5.0,122000.0,2026-03-12
Unemployed,35 - 44,Master,Healthcare,Bangalore,Medium,16.0,60800.0,2026-03-13
Employed,35 - 44,Ph.D,Education,Mumbai,Low,19.0,77200.0,2026-03-14
Employed,35 - 44,Masters,Retail,Urban,High,16.0,77200.0,2026-03-15
Employed,25-34,Masters,Retail,Mumbai,High,16.0,63800.0,2026-03-16
Unemployed,18 To 24,Bachelors,Healthcare,Suburban,High,16.0,148400.0,2026-03-17
Employed,45-54,Diploma,Education,Urban,High,15.0,98600.0,2026-03-18
Unemployed,18 To 24,Phd,Health,Urban,High,1.0,99000.0,2026-03-19
Employed,45-54,Bachelors,Healthcare,Rural,Moderate,16.0,77200.0,2026-03-20
Employed,25_34,Bachelors,Tech,Urban,High,16.0,69100.0,2026-03-21
Employed,18 To 24,Bachelors,Finance,Hyderabad,Medium,16.0,41300.0,2026-03-22
Employed,25_34,High School,Healthcare,Delhi,High,16.0,7900.0,2026-03-23
Unemployed,55+,Master,Healthcare,Delhi,High,16.0,34400.0,2026-03-24
Unemployed,55+,Masters,Health,Rural,High,17.0,73200.0,2026-03-25
Employed,45-54,Masters,Technology,Delhi,High,16.0,107100.0,2026-03-26
Unemployed,25_34,Master,Technology,Urban,Low,16.0,11500.0,2026-03-27
Unemployed,18 To 24,Ph.D,Technology,Hyderabad,Low,16.0,77200.0,2026-03-28
Employed,25-34,Diploma,Healthcare,Suburban,High,16.0,93800.0,2026-03-29
Unemployed,18 To 24,Diploma,Retail,Bangalore,Moderate,6.0,122100.0,2026-03-30
Employed,25-34,Masters,Retail,Suburban,Low,16.0,33400.0,2026-03-31
Unemployed,55+,Ph.D,Tech,Delhi,High,18.0,42700.0,2026-04-01
Employed,25_34,Ph.D,Retail,Urban,Low,23.0,149100.0,2026-04-02
Employed,45-54,High School,Education,Rural,Low,16.0,132300.0,2026-04-03
Unemployed,18 To 24,Bachelors,Retail,Urban,High,16.0,77200.0,2026-04-04
Unemployed,25_34,Phd,Fintech,Hyderabad,Moderate,12.0,77200.0,2026-04-05
Employed,18-24,Ph.D,Fintech,Bangalore,Low,16.0,18700.0,2026-04-06
Employed,18 To 24,Bachelors,Technology,Rural,Medium,16.0,127200.0,2026-04-07
Employed,55+,Ph.D,Technology,Suburban,Low,30.0,129400.0,2026-04-08
Unemployed,18 To 24,High School,Retail,Bangalore,Low,16.0,72300.0,2026-04-09
Employed,25-34,Bachelors,Retail,Bangalore,High,16.0,34400.0,2026-04-10
Employed,18 To 24,High School,Retail,Mumbai,High,16.0,77200.0,2026-04-11
Employed,55+,Phd,Fintech,Mumbai,Moderate,14.0,40600.0,2026-04-12
Employed,18 To 24,Bachelors,Tech,Delhi,High,2.0,147900.0,2026-04-13
Unemployed,18-24,High School,Education,Rural,Moderate,16.0,77800.0,2026-04-14
Unemployed,35 - 44,Phd,Healthcare,Rural,Low,5.0,43100.0,2026-04-15
Employed,18 To 24,Ph.D,Retail,Hyderabad,Moderate,1.0,77200.0,2026-04-16
Employed,25_34,Masters,Technology,Bangalore,Low,28.0,109600.0,2026-04-17
Employed,18 To 24,Diploma,Retail,Rural,Low,23.0,61700.0,2026-04-18
Employed,35 - 44,Master,Retail,Bangalore,Moderate,16.0,77200.0,2026-04-19
Employed,18-24,Masters,Retail,Urban,Moderate,9.0,148500.0,2026-04-20
Employed,18-24,Master,Technology,Bangalore,Moderate,20.0,54400.0,2026-04-21
Employed,35 - 44,Masters,Retail,Delhi,Low,16.0,81000.0,2026-04-22
Employed,18 To 24,Bachelor'S,Retail,Delhi,Low,16.0,78300.0,2026-04-23
Employed,35 - 44,High School,Finance,Rural,High,7.0,137000.0,2026-04-24
Unemployed,45-54,Diploma,Health,Suburban,Moderate,14.0,144900.0,2026-04-25
Employed,35 - 44,Ph.D,Technology,Suburban,Moderate,30.0,149800.0,2026-04-26
Employed,55+,Bachelors,Retail,Bangalore,Moderate,16.0,81300.0,2026-04-27
Employed,25_34,Ph.D,Health,Mumbai,Medium,16.0,77200.0,2026-04-28
Employed,18 To 24,Ph.D,Retail,Mumbai,High,16.0,134900.0,2026-04-29
Employed,35 - 44,Master,Healthcare,Rural,High,16.0,100000.0,2026-04-30
Employed,18 To 24,Ph.D,Finance,Urban,High,16.0,18100.0,2026-05-01
Employed,55+,Phd,Tech,Urban,Medium,16.0,110600.0,2026-05-02
Employed,25_34,Ph.D,Retail,Urban,Low,22.0,148400.0,2026-05-03
Employed,55+,High School,Tech,Urban,High,16.0,27500.0,2026-05-04
Unemployed,35 - 44,Ph.D,Tech,Rural,High,16.0,102500.0,2026-05-05
Employed,18-24,High School,Fintech,Bangalore,Low,7.0,117100.0,2026-05-06
Unemployed,45-54,Masters,Fintech,Mumbai,High,25.0,77200.0,2026-05-07
Unemployed,45-54,Ph.D,Retail,Hyderabad,High,7.0,39300.0,2026-05-08
Unemployed,18 To 24,Phd,Tech,Mumbai,Medium,16.0,93000.0,2026-05-09
Employed,45-54,Phd,Retail,Urban,Moderate,16.0,70500.0,2026-05-10
Unemployed,25-34,Masters,Retail,Bangalore,Low,26.0,28900.0,2026-05-11
Unemployed,35 - 44,Bachelor'S,Health,Hyderabad,High,28.0,52200.0,2026-05-12
Unemployed,18 To 24,High School,Retail,Bangalore,High,29.0,6300.0,2026-05-13
Employed,25-34,Bachelor'S,Retail,Suburban,Low,7.0,89400.0,2026-05-14
Unemployed,18 To 24,Phd,Finance,Suburban,Low,16.0,5800.0,2026-05-15
Unemployed,18 To 24,Bachelors,Retail,Bangalore,Low,20.0,141800.0,2026-05-16
Unemployed,45-54,Bachelor'S,Health,Bangalore,High,16.0,125800.0,2026-05-17
Employed,18 To 24,High School,Retail,Delhi,High,20.0,54800.0,2026-05-18
Employed,25-34,Bachelors,Health,Bangalore,Moderate,16.0,65800.0,2026-05-19
Unemployed,45-54,High School,Fintech,Suburban,High,16.0,55800.0,2026-05-20
Employed,35 - 44,Master,Tech,Delhi,Low,6.0,15200.0,2026-05-21
Unemployed,25-34,High School,Retail,Bangalore,High,16.0,72500.0,2026-05-22
Unemployed,25-34,Master,Education,Urban,Low,11.0,77200.0,2026-05-23
Employed,35 - 44,Master,Fintech,Delhi,Low,1.0,119900.0,2026-05-24
Employed,18 To 24,Phd,Tech,Mumbai,High,11.0,140400.0,2026-05-25
Employed,18-24,High School,Healthcare,Rural,Low,6.0,105600.0,2026-05-26
Unemployed,18 To 24,Bachelor'S,Retail,Mumbai,High,29.0,139800.0,2026-05-27
Employed,18 To 24,Master,Retail,Bangalore,Medium,25.0,52400.0,2026-05-28
Employed,18 To 24,Diploma,Fintech,Bangalore,High,16.0,77200.0,2026-05-29
Employed,18 To 24,Bachelors,Retail,Rural,High,2.0,18400.0,2026-05-30
Employed,35 - 44,Phd,Retail,Bangalore,Medium,8.0,78000.0,2026-05-31
Employed,45-54,Diploma,Education,Urban,Medium,1.0,85400.0,2026-06-01
Employed,18 To 24,High School,Education,Mumbai,Medium,16.0,48000.0,2026-06-02
Unemployed,18-24,Bachelor'S,Retail,Urban,Low,17.0,58300.0,2026-06-03
Employed,55+,Bachelor'S,Education,Bangalore,High,16.0,77200.0,2026-06-04
Unemployed,18 To 24,Masters,Retail,Suburban,Low,26.0,77200.0,2026-06-05
Unemployed,25_34,High School,Health,Mumbai,Medium,16.0,66100.0,2026-06-06
Employed,45-54,Master,Retail,Bangalore,Medium,28.0,48200.0,2026-06-07
Employed,45-54,Masters,Tech,Rural,High,16.0,77200.0,2026-06-08
Unemployed,18 To 24,Masters,Health,Suburban,Low,5.0,78700.0,2026-06-09
Employed,18-24,Ph.D,Retail,Urban,Low,4.0,87500.0,2026-06-10
Unemployed,35 - 44,Ph.D,Retail,Delhi,Medium,16.0,77200.0,2026-06-11
Employed,18 To 24,High School,Healthcare,Hyderabad,Low,6.0,77200.0,2026-06-12
Unemployed,35 - 44,Masters,Retail,Delhi,Moderate,1.0,70300.0,2026-06-13
Employed,18 To 24,Bachelors,Retail,Suburban,High,1.0,128000.0,2026-06-14
Employed,18 To 24,High School,Retail,Urban,High,16.0,137700.0,2026-06-15
Employed,35 - 44,Diploma,Education,Delhi,High,2.0,96500.0,2026-06-16
Unemployed,25_34,High School,Finance,Bangalore,High,16.0,99400.0,2026-06-17
Employed,35 - 44,Bachelors,Tech,Bangalore,Low,16.0,77200.0,2026-06-18
Employed,18 To 24,High School,Retail,Bangalore,High,17.0,12100.0,2026-06-19
Employed,18 To 24,Masters,Retail,Hyderabad,Medium,27.0,56700.0,2026-06-20
Employed,25_34,Masters,Retail,Mumbai,High,16.0,95300.0,2026-06-21
Unemployed,45-54,High School,Retail,Rural,High,16.0,15000.0,2026-06-22
Employed,18 To 24,Masters,Fintech,Bangalore,High,16.0,58800.0,2026-06-23
Employed,55+,High School,Healthcare,Delhi,High,4.0,6100.0,2026-06-24
Employed,18-24,High School,Retail,Bangalore,High,16.0,146800.0,2026-06-25
Employed,55+,High School,Technology,Urban,Moderate,10.0,77200.0,2026-06-26
Employed,25-34,Bachelors,Finance,Rural,Low,16.0,33600.0,2026-06-27
Employed,55+,Masters,Healthcare,Hyderabad,Low,4.0,69300.0,2026-06-28
Employed,25_34,High School,Fintech,Urban,Low,18.0,77200.0,2026-06-29
Employed,18 To 24,Bachelor'S,Health,Bangalore,Moderate,16.0,77200.0,2026-06-30
Employed,25_34,Bachelors,Retail,Delhi,High,23.0,28500.0,2026-07-01
Unemployed,25_34,Bachelors,Healthcare,Urban,Medium,21.0,30500.0,2026-07-02
Employed,18 To 24,Bachelors,Retail,Bangalore,High,16.0,77200.0,2026-07-03
Unemployed,45-54,Diploma,Health,Urban,High,16.0,137200.0,2026-07-04
Employed,18 To 24,Diploma,Retail,Mumbai,High,19.0,77200.0,2026-07-05
Unemployed,18-24,Diploma,Health,Urban,High,16.0,77200.0,2026-07-06
Employed,25_34,Bachelors,Education,Bangalore,High,16.0,59000.0,2026-07-07
Unemployed,25_34,Master,Fintech,Mumbai,Low,16.0,143000.0,2026-07-08
Employed,35 - 44,Bachelors,Education,Rural,High,16.0,9600.0,2026-07-09
Unemployed,25-34,Bachelors,Education,Bangalore,Medium,19.0,68200.0,2026-07-10
Unemployed,25-34,Phd,Fintech,Urban,Medium,1.0,77200.0,2026-07-11
Unemployed,18-24,Phd,Retail,Mumbai,High,16.0,81700.0,2026-07-12
Unemployed,18-24,Diploma,Education,Mumbai,Medium,5.0,104700.0,2026-07-13
Employed,45-54,High School,Retail,Suburban,Medium,16.0,36000.0,2026-07-14
Unemployed,35 - 44,Masters,Health,Urban,High,16.0,77200.0,2026-07-15
Employed,25_34,Diploma,Retail,Rural,High,16.0,77200.0,2026-07-16
Unemployed,45-54,Phd,Healthcare,Rural,High,16.0,50500.0,2026-07-17
Employed,18 To 24,Diploma,Retail,Suburban,High,6.0,55000.0,2026-07-18
Unemployed,18-24,Bachelors,Retail,Urban,High,13.0,113500.0,2026-07-19
Unemployed,25-34,Diploma,Education,Delhi,Moderate,25.0,101200.0,2026-07-20
Employed,45-54,Diploma,Education,Hyderabad,Low,25.0,6100.0,2026-07-21
Employed,45-54,Diploma,Retail,Urban,High,4.0,77200.0,2026-07-22
Employed,18-24,High School,Tech,Rural,High,16.0,10700.0,2026-07-23
Unemployed,25-34,Bachelors,Retail,Urban,High,2.0,56700.0,2026-07-24
Employed,18 To 24,Bachelor'S,Education,Hyderabad,Moderate,11.0,77200.0,2026-07-25
Employed,18-24,Diploma,Retail,Bangalore,High,16.0,146800.0,2026-07-26
Unemployed,25-34,Masters,Retail,Delhi,High,2.0,87600.0,2026-07-27
Employed,45-54,Master,Retail,Delhi,High,9.0,131600.0,2026-07-28
Unemployed,35 - 44,Phd,Healthcare,Bangalore,High,16.0,49000.0,2026-07-29
Unemployed,25_34,Ph.D,Finance,Delhi,Low,16.0,49200.0,2026-07-30
Employed,18-24,Phd,Finance,Hyderabad,Low,18.0,31700.0,2026-07-31
Employed,18 To 24,High School,Technology,Delhi,Moderate,16.0,77200.0,2026-08-01
